Shops,Date,quantity
shop_7,2022-07-20,73.0
shop_8,2022-07-20,267.0
shop_9,2022-07-20,73.0
shop_12,2022-07-20,86.0
shop_13,2022-07-20,131.0
shop_15,2022-07-20,88.0
shop_16,2022-07-20,257.0
shop_17,2022-07-20,374.0
shop_18,2022-07-20,117.0
shop_19,2022-07-20,579.0
shop_0,2022-07-19,77.0
shop_1,2022-07-19,406.0
shop_2,2022-07-19,263.0
shop_3,2022-07-19,28.0
shop_4,2022-07-19,18.0
shop_5,2022-07-19,2.0
shop_6,2022-07-19,336.0
shop_8,2022-07-19,204.0
shop_9,2022-07-19,271.0
shop_10,2022-07-19,43.0
shop_11,2022-07-19,251.0
shop_12,2022-07-19,78.0
shop_13,2022-07-19,461.0
shop_15,2022-07-19,135.0
shop_16,2022-07-19,186.0
shop_17,2022-07-19,472.0
shop_18,2022-07-19,81.0
shop_19,2022-07-19,189.0
shop_0,2022-07-18,54.0
shop_1,2022-07-18,573.0
shop_2,2022-07-18,227.0
shop_3,2022-07-18,130.0
shop_4,2022-07-18,320.0
shop_5,2022-07-18,11.0
shop_6,2022-07-18,66.0
shop_7,2022-07-18,65.0
shop_8,2022-07-18,357.0
shop_9,2022-07-18,413.0
shop_10,2022-07-18,20.0
shop_11,2022-07-18,153.0
shop_12,2022-07-18,32.0
shop_13,2022-07-18,431.0
shop_15,2022-07-18,147.0
shop_16,2022-07-18,231.0
shop_17,2022-07-18,445.0
shop_18,2022-07-18,99.0
shop_19,2022-07-18,383.0
shop_1,2022-07-17,330.0
shop_2,2022-07-17,42.0
shop_4,2022-07-17,165.0
shop_5,2022-07-17,54.0
shop_6,2022-07-17,156.0
shop_7,2022-07-17,22.0
shop_8,2022-07-17,177.0
shop_9,2022-07-17,94.0
shop_10,2022-07-17,43.0
shop_12,2022-07-17,51.0
shop_13,2022-07-17,313.0
shop_14,2022-07-17,5.0
shop_15,2022-07-17,143.0
shop_17,2022-07-17,71.0
shop_18,2022-07-17,159.0
shop_19,2022-07-17,264.0
shop_0,2022-07-16,104.0
shop_1,2022-07-16,633.0
shop_2,2022-07-16,152.0
shop_4,2022-07-16,270.0
shop_5,2022-07-16,27.0
shop_6,2022-07-16,225.0
shop_7,2022-07-16,55.0
shop_9,2022-07-16,400.0
shop_10,2022-07-16,70.0
shop_11,2022-07-16,178.0
shop_12,2022-07-16,93.0
shop_13,2022-07-16,211.0
shop_15,2022-07-16,134.0
shop_16,2022-07-16,33.0
shop_17,2022-07-16,422.0
shop_18,2022-07-16,36.0
shop_19,2022-07-16,288.0
shop_0,2022-07-15,114.0
shop_1,2022-07-15,132.0
shop_2,2022-07-15,2.0
shop_3,2022-07-15,184.0
shop_4,2022-07-15,40.0
shop_6,2022-07-15,431.0
shop_8,2022-07-15,362.0
shop_9,2022-07-15,399.0
shop_10,2022-07-15,70.0
shop_11,2022-07-15,162.0
shop_12,2022-07-15,92.0
shop_13,2022-07-15,618.0
shop_14,2022-07-15,95.0
shop_15,2022-07-15,47.0
shop_16,2022-07-15,10.0
shop_17,2022-07-15,95.0
shop_18,2022-07-15,25.0
shop_19,2022-07-15,530.0
shop_0,2022-07-14,61.0
shop_1,2022-07-14,389.0
shop_2,2022-07-14,6.0
shop_4,2022-07-14,217.0
shop_7,2022-07-14,26.0
shop_8,2022-07-14,22.0
shop_9,2022-07-14,246.0
shop_10,2022-07-14,8.0
shop_11,2022-07-14,120.0
shop_13,2022-07-14,185.0
shop_14,2022-07-14,58.0
shop_15,2022-07-14,269.0
shop_16,2022-07-14,67.0
shop_17,2022-07-14,264.0
shop_18,2022-07-14,23.0
shop_19,2022-07-14,456.0
shop_0,2022-07-13,129.0
shop_1,2022-07-13,40.0
shop_2,2022-07-13,125.0
shop_3,2022-07-13,65.0
shop_4,2022-07-13,173.0
shop_6,2022-07-13,432.0
shop_7,2022-07-13,81.0
shop_8,2022-07-13,237.0
shop_9,2022-07-13,109.0
shop_10,2022-07-13,75.0
shop_11,2022-07-13,193.0
shop_12,2022-07-13,40.0
shop_13,2022-07-13,552.0
shop_15,2022-07-13,308.0
shop_16,2022-07-13,382.0
shop_17,2022-07-13,284.0
shop_18,2022-07-13,48.0
shop_19,2022-07-13,543.0
shop_1,2022-07-12,303.0
shop_2,2022-07-12,272.0
shop_3,2022-07-12,244.0
shop_4,2022-07-12,207.0
shop_5,2022-07-12,25.0
shop_6,2022-07-12,280.0
shop_8,2022-07-12,218.0
shop_9,2022-07-12,383.0
shop_11,2022-07-12,240.0
shop_13,2022-07-12,408.0
shop_14,2022-07-12,52.0
shop_16,2022-07-12,143.0
shop_17,2022-07-12,162.0
shop_18,2022-07-12,57.0
shop_19,2022-07-12,333.0
shop_0,2022-07-11,20.0
shop_1,2022-07-11,582.0
shop_2,2022-07-11,299.0
shop_4,2022-07-11,419.0
shop_5,2022-07-11,70.0
shop_6,2022-07-11,221.0
shop_7,2022-07-11,20.0
shop_8,2022-07-11,346.0
shop_9,2022-07-11,54.0
shop_10,2022-07-11,46.0
shop_11,2022-07-11,28.0
shop_12,2022-07-11,50.0
shop_13,2022-07-11,240.0
shop_14,2022-07-11,3.0
shop_15,2022-07-11,347.0
shop_16,2022-07-11,462.0
shop_17,2022-07-11,511.0
shop_18,2022-07-11,83.0
shop_19,2022-07-11,649.0
shop_0,2022-07-10,71.0
shop_1,2022-07-10,410.0
shop_2,2022-07-10,231.0
shop_3,2022-07-10,67.0
shop_4,2022-07-10,163.0
shop_5,2022-07-10,37.0
shop_9,2022-07-10,223.0
shop_10,2022-07-10,25.0
shop_11,2022-07-10,124.0
shop_12,2022-07-10,56.0
shop_13,2022-07-10,401.0
shop_15,2022-07-10,209.0
shop_16,2022-07-10,338.0
shop_17,2022-07-10,111.0
shop_19,2022-07-10,276.0
shop_0,2022-07-09,132.0
shop_1,2022-07-09,529.0
shop_2,2022-07-09,259.0
shop_3,2022-07-09,109.0
shop_4,2022-07-09,121.0
shop_5,2022-07-09,58.0
shop_6,2022-07-09,437.0
shop_8,2022-07-09,243.0
shop_9,2022-07-09,492.0
shop_10,2022-07-09,18.0
shop_11,2022-07-09,165.0
shop_12,2022-07-09,105.0
shop_13,2022-07-09,239.0
shop_14,2022-07-09,35.0
shop_15,2022-07-09,278.0
shop_16,2022-07-09,386.0
shop_17,2022-07-09,550.0
shop_18,2022-07-09,197.0
shop_19,2022-07-09,645.0
shop_0,2022-07-08,140.0
shop_1,2022-07-08,398.0
shop_2,2022-07-08,272.0
shop_3,2022-07-08,46.0
shop_4,2022-07-08,73.0
shop_5,2022-07-08,41.0
shop_6,2022-07-08,223.0
shop_7,2022-07-08,83.0
shop_8,2022-07-08,148.0
shop_9,2022-07-08,9.0
shop_10,2022-07-08,26.0
shop_11,2022-07-08,249.0
shop_12,2022-07-08,25.0
shop_13,2022-07-08,590.0
shop_14,2022-07-08,24.0
shop_15,2022-07-08,354.0
shop_16,2022-07-08,372.0
shop_17,2022-07-08,381.0
shop_18,2022-07-08,79.0
shop_19,2022-07-08,276.0
shop_0,2022-07-07,180.0
shop_1,2022-07-07,281.0
shop_2,2022-07-07,32.0
shop_3,2022-07-07,13.0
shop_6,2022-07-07,452.0
shop_7,2022-07-07,41.0
shop_8,2022-07-07,400.0
shop_9,2022-07-07,337.0
shop_10,2022-07-07,4.0
shop_11,2022-07-07,41.0
shop_13,2022-07-07,217.0
shop_14,2022-07-07,47.0
shop_15,2022-07-07,58.0
shop_16,2022-07-07,227.0
shop_17,2022-07-07,188.0
shop_18,2022-07-07,176.0
shop_19,2022-07-07,574.0
shop_0,2022-07-06,25.0
shop_1,2022-07-06,62.0
shop_2,2022-07-06,254.0
shop_3,2022-07-06,194.0
shop_4,2022-07-06,193.0
shop_6,2022-07-06,278.0
shop_7,2022-07-06,6.0
shop_8,2022-07-06,193.0
shop_9,2022-07-06,436.0
shop_10,2022-07-06,13.0
shop_11,2022-07-06,117.0
shop_12,2022-07-06,70.0
shop_13,2022-07-06,490.0
shop_15,2022-07-06,307.0
shop_16,2022-07-06,256.0
shop_17,2022-07-06,381.0
shop_18,2022-07-06,85.0
shop_19,2022-07-06,8.0
shop_0,2022-07-05,127.0
shop_1,2022-07-05,517.0
shop_2,2022-07-05,15.0
shop_3,2022-07-05,183.0
shop_4,2022-07-05,398.0
shop_5,2022-07-05,36.0
shop_6,2022-07-05,617.0
shop_7,2022-07-05,26.0
shop_8,2022-07-05,192.0
shop_9,2022-07-05,348.0
shop_11,2022-07-05,264.0
shop_12,2022-07-05,12.0
shop_13,2022-07-05,530.0
shop_16,2022-07-05,134.0
shop_17,2022-07-05,501.0
shop_18,2022-07-05,73.0
shop_19,2022-07-05,62.0
shop_0,2022-07-04,84.0
shop_1,2022-07-04,213.0
shop_2,2022-07-04,143.0
shop_3,2022-07-04,199.0
shop_4,2022-07-04,36.0
shop_5,2022-07-04,54.0
shop_6,2022-07-04,429.0
shop_7,2022-07-04,71.0
shop_9,2022-07-04,408.0
shop_10,2022-07-04,24.0
shop_11,2022-07-04,129.0
shop_12,2022-07-04,79.0
shop_13,2022-07-04,273.0
shop_14,2022-07-04,76.0
shop_15,2022-07-04,247.0
shop_16,2022-07-04,306.0
shop_17,2022-07-04,185.0
shop_18,2022-07-04,24.0
shop_19,2022-07-04,22.0
shop_1,2022-07-03,228.0
shop_2,2022-07-03,138.0
shop_4,2022-07-03,543.0
shop_5,2022-07-03,23.0
shop_6,2022-07-03,72.0
shop_7,2022-07-03,118.0
shop_9,2022-07-03,433.0
shop_10,2022-07-03,79.0
shop_11,2022-07-03,158.0
shop_13,2022-07-03,576.0
shop_14,2022-07-03,100.0
shop_16,2022-07-03,367.0
shop_17,2022-07-03,350.0
shop_18,2022-07-03,112.0
shop_19,2022-07-03,402.0
shop_0,2022-07-02,172.0
shop_1,2022-07-02,341.0
shop_2,2022-07-02,157.0
shop_3,2022-07-02,89.0
shop_4,2022-07-02,480.0
shop_6,2022-07-02,193.0
shop_7,2022-07-02,83.0
shop_8,2022-07-02,417.0
shop_9,2022-07-02,156.0
shop_10,2022-07-02,7.0
shop_11,2022-07-02,255.0
shop_13,2022-07-02,138.0
shop_15,2022-07-02,292.0
shop_16,2022-07-02,158.0
shop_17,2022-07-02,298.0
shop_18,2022-07-02,263.0
shop_19,2022-07-02,466.0
shop_0,2022-07-01,172.0
shop_1,2022-07-01,715.0
shop_2,2022-07-01,214.0
shop_3,2022-07-01,50.0
shop_4,2022-07-01,247.0
shop_6,2022-07-01,106.0
shop_7,2022-07-01,73.0
shop_8,2022-07-01,155.0
shop_9,2022-07-01,527.0
shop_10,2022-07-01,81.0
shop_11,2022-07-01,278.0
shop_12,2022-07-01,17.0
shop_14,2022-07-01,57.0
shop_15,2022-07-01,225.0
shop_16,2022-07-01,381.0
shop_17,2022-07-01,532.0
shop_18,2022-07-01,156.0
shop_19,2022-07-01,513.0
shop_0,2022-06-30,114.0
shop_1,2022-06-30,21.0
shop_2,2022-06-30,74.0
shop_3,2022-06-30,7.0
shop_4,2022-06-30,419.0
shop_6,2022-06-30,605.0
shop_7,2022-06-30,26.0
shop_8,2022-06-30,175.0
shop_9,2022-06-30,568.0
shop_10,2022-06-30,73.0
shop_11,2022-06-30,9.0
shop_12,2022-06-30,13.0
shop_13,2022-06-30,42.0
shop_16,2022-06-30,456.0
shop_17,2022-06-30,565.0
shop_18,2022-06-30,245.0
shop_19,2022-06-30,353.0
shop_1,2022-06-29,692.0
shop_3,2022-06-29,197.0
shop_4,2022-06-29,207.0
shop_5,2022-06-29,56.0
shop_6,2022-06-29,476.0
shop_7,2022-06-29,41.0
shop_8,2022-06-29,264.0
shop_9,2022-06-29,589.0
shop_11,2022-06-29,344.0
shop_12,2022-06-29,28.0
shop_13,2022-06-29,529.0
shop_15,2022-06-29,65.0
shop_16,2022-06-29,527.0
shop_18,2022-06-29,207.0
shop_19,2022-06-29,53.0
shop_1,2022-06-28,776.0
shop_2,2022-06-28,276.0
shop_4,2022-06-28,152.0
shop_5,2022-06-28,58.0
shop_6,2022-06-28,442.0
shop_7,2022-06-28,24.0
shop_8,2022-06-28,423.0
shop_11,2022-06-28,245.0
shop_12,2022-06-28,77.0
shop_13,2022-06-28,548.0
shop_15,2022-06-28,327.0
shop_16,2022-06-28,289.0
shop_17,2022-06-28,91.0
shop_18,2022-06-28,182.0
shop_19,2022-06-28,286.0
shop_0,2022-06-27,173.0
shop_1,2022-06-27,378.0
shop_3,2022-06-27,189.0
shop_4,2022-06-27,326.0
shop_6,2022-06-27,562.0
shop_9,2022-06-27,299.0
shop_11,2022-06-27,19.0
shop_13,2022-06-27,418.0
shop_14,2022-06-27,56.0
shop_15,2022-06-27,268.0
shop_16,2022-06-27,362.0
shop_17,2022-06-27,510.0
shop_18,2022-06-27,153.0
shop_19,2022-06-27,257.0
shop_0,2022-06-26,177.0
shop_1,2022-06-26,462.0
shop_2,2022-06-26,22.0
shop_3,2022-06-26,226.0
shop_4,2022-06-26,366.0
shop_6,2022-06-26,225.0
shop_7,2022-06-26,2.0
shop_8,2022-06-26,223.0
shop_9,2022-06-26,400.0
shop_10,2022-06-26,46.0
shop_11,2022-06-26,295.0
shop_12,2022-06-26,94.0
shop_13,2022-06-26,397.0
shop_14,2022-06-26,38.0
shop_15,2022-06-26,209.0
shop_16,2022-06-26,356.0
shop_17,2022-06-26,388.0
shop_18,2022-06-26,248.0
shop_19,2022-06-26,162.0
shop_0,2022-06-25,202.0
shop_1,2022-06-25,751.0
shop_2,2022-06-25,39.0
shop_3,2022-06-25,219.0
shop_4,2022-06-25,160.0
shop_5,2022-06-25,56.0
shop_6,2022-06-25,532.0
shop_7,2022-06-25,103.0
shop_8,2022-06-25,153.0
shop_9,2022-06-25,656.0
shop_11,2022-06-25,222.0
shop_12,2022-06-25,7.0
shop_13,2022-06-25,510.0
shop_14,2022-06-25,40.0
shop_15,2022-06-25,388.0
shop_16,2022-06-25,566.0
shop_17,2022-06-25,661.0
shop_18,2022-06-25,221.0
shop_19,2022-06-25,31.0
shop_0,2022-06-24,156.0
shop_1,2022-06-24,408.0
shop_3,2022-06-24,129.0
shop_4,2022-06-24,407.0
shop_5,2022-06-24,72.0
shop_6,2022-06-24,365.0
shop_7,2022-06-24,29.0
shop_9,2022-06-24,372.0
shop_10,2022-06-24,52.0
shop_11,2022-06-24,174.0
shop_16,2022-06-24,24.0
shop_17,2022-06-24,742.0
shop_18,2022-06-24,21.0
shop_19,2022-06-24,773.0
shop_0,2022-06-23,51.0
shop_1,2022-06-23,156.0
shop_2,2022-06-23,4.0
shop_3,2022-06-23,51.0
shop_4,2022-06-23,406.0
shop_5,2022-06-23,100.0
shop_6,2022-06-23,485.0
shop_7,2022-06-23,42.0
shop_8,2022-06-23,383.0
shop_9,2022-06-23,118.0
shop_10,2022-06-23,6.0
shop_11,2022-06-23,79.0
shop_12,2022-06-23,97.0
shop_13,2022-06-23,447.0
shop_14,2022-06-23,69.0
shop_15,2022-06-23,434.0
shop_16,2022-06-23,472.0
shop_17,2022-06-23,217.0
shop_18,2022-06-23,226.0
shop_19,2022-06-23,150.0
shop_0,2022-06-22,125.0
shop_1,2022-06-22,340.0
shop_3,2022-06-22,244.0
shop_4,2022-06-22,77.0
shop_5,2022-06-22,93.0
shop_8,2022-06-22,450.0
shop_9,2022-06-22,103.0
shop_10,2022-06-22,96.0
shop_11,2022-06-22,51.0
shop_12,2022-06-22,60.0
shop_13,2022-06-22,154.0
shop_14,2022-06-22,40.0
shop_15,2022-06-22,47.0
shop_16,2022-06-22,273.0
shop_17,2022-06-22,25.0
shop_18,2022-06-22,59.0
shop_19,2022-06-22,389.0
shop_0,2022-06-21,25.0
shop_1,2022-06-21,540.0
shop_2,2022-06-21,245.0
shop_3,2022-06-21,166.0
shop_4,2022-06-21,445.0
shop_5,2022-06-21,65.0
shop_6,2022-06-21,616.0
shop_7,2022-06-21,21.0
shop_8,2022-06-21,496.0
shop_9,2022-06-21,645.0
shop_10,2022-06-21,53.0
shop_11,2022-06-21,378.0
shop_13,2022-06-21,397.0
shop_14,2022-06-21,124.0
shop_15,2022-06-21,3.0
shop_16,2022-06-21,459.0
shop_17,2022-06-21,287.0
shop_18,2022-06-21,24.0
shop_19,2022-06-21,793.0
shop_0,2022-06-20,7.0
shop_1,2022-06-20,173.0
shop_2,2022-06-20,151.0
shop_3,2022-06-20,237.0
shop_4,2022-06-20,622.0
shop_6,2022-06-20,415.0
shop_7,2022-06-20,78.0
shop_8,2022-06-20,198.0
shop_9,2022-06-20,353.0
shop_11,2022-06-20,165.0
shop_12,2022-06-20,77.0
shop_13,2022-06-20,707.0
shop_15,2022-06-20,381.0
shop_16,2022-06-20,185.0
shop_17,2022-06-20,165.0
shop_19,2022-06-20,804.0
shop_0,2022-06-19,33.0
shop_1,2022-06-19,527.0
shop_2,2022-06-19,404.0
shop_3,2022-06-19,136.0
shop_4,2022-06-19,469.0
shop_5,2022-06-19,22.0
shop_6,2022-06-19,16.0
shop_7,2022-06-19,40.0
shop_8,2022-06-19,220.0
shop_9,2022-06-19,310.0
shop_11,2022-06-19,217.0
shop_13,2022-06-19,875.0
shop_15,2022-06-19,313.0
shop_16,2022-06-19,533.0
shop_17,2022-06-19,87.0
shop_18,2022-06-19,143.0
shop_19,2022-06-19,129.0
shop_0,2022-06-18,161.0
shop_1,2022-06-18,598.0
shop_2,2022-06-18,82.0
shop_3,2022-06-18,6.0
shop_4,2022-06-18,141.0
shop_5,2022-06-18,4.0
shop_6,2022-06-18,614.0
shop_8,2022-06-18,188.0
shop_9,2022-06-18,323.0
shop_10,2022-06-18,76.0
shop_11,2022-06-18,137.0
shop_13,2022-06-18,8.0
shop_15,2022-06-18,230.0
shop_17,2022-06-18,330.0
shop_18,2022-06-18,4.0
shop_19,2022-06-18,536.0
shop_0,2022-06-17,78.0
shop_1,2022-06-17,759.0
shop_3,2022-06-17,150.0
shop_4,2022-06-17,5.0
shop_6,2022-06-17,700.0
shop_7,2022-06-17,9.0
shop_8,2022-06-17,312.0
shop_9,2022-06-17,476.0
shop_11,2022-06-17,76.0
shop_13,2022-06-17,391.0
shop_14,2022-06-17,96.0
shop_15,2022-06-17,269.0
shop_16,2022-06-17,83.0
shop_17,2022-06-17,685.0
shop_18,2022-06-17,118.0
shop_19,2022-06-17,313.0
shop_0,2022-06-16,77.0
shop_1,2022-06-16,8.0
shop_2,2022-06-16,240.0
shop_4,2022-06-16,89.0
shop_8,2022-06-16,434.0
shop_9,2022-06-16,586.0
shop_10,2022-06-16,48.0
shop_11,2022-06-16,189.0
shop_13,2022-06-16,309.0
shop_15,2022-06-16,82.0
shop_16,2022-06-16,158.0
shop_17,2022-06-16,244.0
shop_18,2022-06-16,173.0
shop_19,2022-06-16,552.0
shop_0,2022-06-15,162.0
shop_1,2022-06-15,730.0
shop_2,2022-06-15,130.0
shop_3,2022-06-15,78.0
shop_4,2022-06-15,6.0
shop_6,2022-06-15,757.0
shop_8,2022-06-15,412.0
shop_9,2022-06-15,348.0
shop_10,2022-06-15,32.0
shop_11,2022-06-15,24.0
shop_12,2022-06-15,78.0
shop_13,2022-06-15,579.0
shop_15,2022-06-15,262.0
shop_16,2022-06-15,361.0
shop_17,2022-06-15,357.0
shop_18,2022-06-15,197.0
shop_19,2022-06-15,349.0
shop_0,2022-06-14,168.0
shop_1,2022-06-14,421.0
shop_2,2022-06-14,377.0
shop_3,2022-06-14,146.0
shop_4,2022-06-14,47.0
shop_5,2022-06-14,70.0
shop_6,2022-06-14,591.0
shop_8,2022-06-14,24.0
shop_9,2022-06-14,598.0
shop_10,2022-06-14,78.0
shop_11,2022-06-14,358.0
shop_13,2022-06-14,258.0
shop_15,2022-06-14,379.0
shop_16,2022-06-14,529.0
shop_17,2022-06-14,827.0
shop_18,2022-06-14,238.0
shop_19,2022-06-14,277.0
shop_0,2022-06-13,275.0
shop_1,2022-06-13,516.0
shop_2,2022-06-13,417.0
shop_4,2022-06-13,213.0
shop_6,2022-06-13,274.0
shop_7,2022-06-13,124.0
shop_8,2022-06-13,416.0
shop_9,2022-06-13,560.0
shop_10,2022-06-13,100.0
shop_11,2022-06-13,136.0
shop_12,2022-06-13,37.0
shop_13,2022-06-13,272.0
shop_14,2022-06-13,61.0
shop_15,2022-06-13,10.0
shop_16,2022-06-13,243.0
shop_17,2022-06-13,823.0
shop_18,2022-06-13,113.0
shop_19,2022-06-13,456.0
shop_0,2022-06-12,110.0
shop_1,2022-06-12,14.0
shop_3,2022-06-12,235.0
shop_4,2022-06-12,594.0
shop_5,2022-06-12,45.0
shop_6,2022-06-12,249.0
shop_7,2022-06-12,3.0
shop_8,2022-06-12,84.0
shop_9,2022-06-12,582.0
shop_10,2022-06-12,45.0
shop_11,2022-06-12,283.0
shop_12,2022-06-12,127.0
shop_13,2022-06-12,461.0
shop_15,2022-06-12,525.0
shop_16,2022-06-12,456.0
shop_17,2022-06-12,553.0
shop_18,2022-06-12,243.0
shop_19,2022-06-12,259.0
shop_1,2022-06-11,277.0
shop_2,2022-06-11,160.0
shop_3,2022-06-11,321.0
shop_5,2022-06-11,19.0
shop_6,2022-06-11,575.0
shop_7,2022-06-11,62.0
shop_8,2022-06-11,483.0
shop_9,2022-06-11,368.0
shop_10,2022-06-11,107.0
shop_11,2022-06-11,47.0
shop_12,2022-06-11,24.0
shop_13,2022-06-11,245.0
shop_14,2022-06-11,11.0
shop_15,2022-06-11,47.0
shop_16,2022-06-11,357.0
shop_17,2022-06-11,662.0
shop_18,2022-06-11,273.0
shop_19,2022-06-11,340.0
shop_0,2022-06-10,33.0
shop_1,2022-06-10,253.0
shop_2,2022-06-10,81.0
shop_3,2022-06-10,253.0
shop_4,2022-06-10,18.0
shop_5,2022-06-10,19.0
shop_8,2022-06-10,239.0
shop_9,2022-06-10,490.0
shop_10,2022-06-10,29.0
shop_11,2022-06-10,319.0
shop_12,2022-06-10,139.0
shop_13,2022-06-10,929.0
shop_15,2022-06-10,172.0
shop_16,2022-06-10,280.0
shop_17,2022-06-10,526.0
shop_18,2022-06-10,180.0
shop_19,2022-06-10,755.0
shop_1,2022-06-09,250.0
shop_2,2022-06-09,226.0
shop_3,2022-06-09,19.0
shop_4,2022-06-09,191.0
shop_5,2022-06-09,92.0
shop_6,2022-06-09,265.0
shop_9,2022-06-09,226.0
shop_10,2022-06-09,11.0
shop_11,2022-06-09,355.0
shop_12,2022-06-09,9.0
shop_13,2022-06-09,105.0
shop_14,2022-06-09,59.0
shop_15,2022-06-09,209.0
shop_16,2022-06-09,215.0
shop_17,2022-06-09,18.0
shop_18,2022-06-09,236.0
shop_19,2022-06-09,588.0
shop_1,2022-06-08,870.0
shop_2,2022-06-08,265.0
shop_3,2022-06-08,109.0
shop_6,2022-06-08,326.0
shop_9,2022-06-08,200.0
shop_10,2022-06-08,66.0
shop_11,2022-06-08,402.0
shop_12,2022-06-08,28.0
shop_13,2022-06-08,60.0
shop_14,2022-06-08,47.0
shop_15,2022-06-08,50.0
shop_16,2022-06-08,604.0
shop_17,2022-06-08,783.0
shop_18,2022-06-08,155.0
shop_19,2022-06-08,797.0
shop_0,2022-06-07,106.0
shop_1,2022-06-07,181.0
shop_2,2022-06-07,255.0
shop_3,2022-06-07,143.0
shop_4,2022-06-07,16.0
shop_5,2022-06-07,123.0
shop_6,2022-06-07,329.0
shop_7,2022-06-07,122.0
shop_8,2022-06-07,600.0
shop_9,2022-06-07,574.0
shop_10,2022-06-07,25.0
shop_11,2022-06-07,368.0
shop_13,2022-06-07,163.0
shop_15,2022-06-07,373.0
shop_16,2022-06-07,294.0
shop_17,2022-06-07,608.0
shop_18,2022-06-07,288.0
shop_19,2022-06-07,770.0
shop_0,2022-06-06,97.0
shop_2,2022-06-06,296.0
shop_4,2022-06-06,685.0
shop_5,2022-06-06,59.0
shop_6,2022-06-06,745.0
shop_7,2022-06-06,13.0
shop_8,2022-06-06,43.0
shop_9,2022-06-06,453.0
shop_10,2022-06-06,11.0
shop_11,2022-06-06,443.0
shop_13,2022-06-06,434.0
shop_14,2022-06-06,36.0
shop_15,2022-06-06,67.0
shop_16,2022-06-06,249.0
shop_17,2022-06-06,20.0
shop_19,2022-06-06,306.0
shop_0,2022-06-05,164.0
shop_1,2022-06-05,91.0
shop_2,2022-06-05,239.0
shop_3,2022-06-05,149.0
shop_4,2022-06-05,618.0
shop_5,2022-06-05,69.0
shop_6,2022-06-05,259.0
shop_8,2022-06-05,148.0
shop_9,2022-06-05,492.0
shop_10,2022-06-05,89.0
shop_11,2022-06-05,113.0
shop_12,2022-06-05,64.0
shop_13,2022-06-05,257.0
shop_14,2022-06-05,62.0
shop_16,2022-06-05,396.0
shop_17,2022-06-05,821.0
shop_18,2022-06-05,261.0
shop_19,2022-06-05,851.0
shop_0,2022-06-04,55.0
shop_1,2022-06-04,856.0
shop_2,2022-06-04,76.0
shop_3,2022-06-04,163.0
shop_4,2022-06-04,693.0
shop_6,2022-06-04,612.0
shop_8,2022-06-04,277.0
shop_9,2022-06-04,804.0
shop_11,2022-06-04,309.0
shop_12,2022-06-04,95.0
shop_13,2022-06-04,914.0
shop_14,2022-06-04,28.0
shop_15,2022-06-04,107.0
shop_16,2022-06-04,423.0
shop_17,2022-06-04,629.0
shop_18,2022-06-04,249.0
shop_19,2022-06-04,84.0
shop_0,2022-06-03,92.0
shop_1,2022-06-03,888.0
shop_2,2022-06-03,216.0
shop_3,2022-06-03,124.0
shop_4,2022-06-03,459.0
shop_6,2022-06-03,931.0
shop_7,2022-06-03,124.0
shop_9,2022-06-03,3.0
shop_10,2022-06-03,34.0
shop_11,2022-06-03,359.0
shop_12,2022-06-03,48.0
shop_13,2022-06-03,635.0
shop_14,2022-06-03,94.0
shop_15,2022-06-03,236.0
shop_16,2022-06-03,359.0
shop_17,2022-06-03,53.0
shop_18,2022-06-03,112.0
shop_19,2022-06-03,671.0
shop_0,2022-06-02,61.0
shop_1,2022-06-02,265.0
shop_3,2022-06-02,140.0
shop_4,2022-06-02,339.0
shop_6,2022-06-02,394.0
shop_8,2022-06-02,570.0
shop_9,2022-06-02,834.0
shop_10,2022-06-02,15.0
shop_11,2022-06-02,73.0
shop_12,2022-06-02,57.0
shop_13,2022-06-02,111.0
shop_15,2022-06-02,394.0
shop_16,2022-06-02,534.0
shop_17,2022-06-02,52.0
shop_18,2022-06-02,131.0
shop_19,2022-06-02,1090.0
shop_0,2022-06-01,249.0
shop_1,2022-06-01,870.0
shop_2,2022-06-01,82.0
shop_3,2022-06-01,278.0
shop_4,2022-06-01,792.0
shop_5,2022-06-01,52.0
shop_6,2022-06-01,16.0
shop_7,2022-06-01,21.0
shop_8,2022-06-01,223.0
shop_9,2022-06-01,483.0
shop_10,2022-06-01,20.0
shop_11,2022-06-01,197.0
shop_12,2022-06-01,112.0
shop_13,2022-06-01,20.0
shop_14,2022-06-01,34.0
shop_15,2022-06-01,581.0
shop_16,2022-06-01,92.0
shop_17,2022-06-01,166.0
shop_18,2022-06-01,182.0
shop_19,2022-06-01,88.0
shop_0,2022-05-31,218.0
shop_1,2022-05-31,469.0
shop_2,2022-05-31,28.0
shop_3,2022-05-31,41.0
shop_5,2022-05-31,55.0
shop_6,2022-05-31,745.0
shop_7,2022-05-31,9.0
shop_8,2022-05-31,135.0
shop_9,2022-05-31,373.0
shop_10,2022-05-31,109.0
shop_11,2022-05-31,420.0
shop_12,2022-05-31,5.0
shop_13,2022-05-31,443.0
shop_14,2022-05-31,31.0
shop_15,2022-05-31,587.0
shop_16,2022-05-31,328.0
shop_17,2022-05-31,591.0
shop_18,2022-05-31,72.0
shop_19,2022-05-31,764.0
shop_0,2022-05-30,165.0
shop_1,2022-05-30,690.0
shop_2,2022-05-30,45.0
shop_3,2022-05-30,341.0
shop_4,2022-05-30,336.0
shop_5,2022-05-30,95.0
